title,ingredients,directions
Moroccan Vegetable Stew ,"[""3 cloves garlic"", ""3-4 Dates"", ""3-4 Prunes"", ""1 bunch parsely"", ""1 ounce almonds"", ""1 red onion"", ""1 zucchini"", ""1/2 head cauliflower"", ""1 cup couscous"", ""2 T tomato paste"", ""2 tsp Ra El Hanout"", ""1 cinnamon stick"", ""1 1/2 ounces vegetable demi-glace"", ""1 T Honey""]","[""Mince the garlic, roughly chop the dates, prunes, and almonds. Peel and small dice the red onion. Peel and cut the sweet potato into bite-sized pieces and place in a bowl of cold water. Cut out and discard the thick stem of the cauliflower, then cut the head into small florets. Small dice the zucchini and roughly chop the parsley."", """", ""Heat 1 cup of water with a punch of salt. Once the water is boiling add the cous cous and turn off the heat. Cover and let stand for 7 minutes or until all the water is absorbed."", """", ""Toast the almonds on high for 1-3 minutes and then transfer to a small bowl. In a large pot, heat 2 tsp of olive oil on high until hot. Add the garlic, onion, and sweet potato and cook 4-6 minutes, stirring occassionally, or until the sweet potato begins to soften. Add the zucchini and cauliflower and cook 4-6 minutes- salt and pepper to taste."", """", ""Add the tomato paste, ras el hanout, and cinnamon stick. Cook 1-2 minutes. Stir in the honey, demi-glace, dates, prunes, and 1 1/2 cups water. Bring to a boil then reduce heat to medium-low. Simmer 6-8 minutes then turn off heat and stir in half of the parsely. Serve in bowls over cous cous (discard cinnamon stick use remaining parsley and almonds as garnish)""]"
Moroccan Carrot Salad ,"[""Carrots"", ""Cumin seeds"", ""Olive oil"", ""Lemon juice"", ""Cilantro"", ""Raisins""]","[""Thinly slice carrots, or grate or shred them (the food processor makes quick work of this). Toss with toasted cumin seeds, olive oil, lemon juice and cilantro. Raisins are good in here, too.""]"
Moroccan Baked Eggs ,"[""1 clove of garlic, minced"", ""4 cups loosely packed baby spinach"", ""Extra-virgin olive oil"", ""3/4 cup roasted red peppers, cut into thin strips"", ""6 large eggs"", ""1 cup crumbled goat cheese"", ""2 tablespoons heavy cream"", ""1 tablespoon harissa"", ""Extra-virgin olive oil"", ""Kosher salt and freshly ground black pepper"", ""1/4 teaspoon paprika""]","[""1. Pre-heat oven to 375 degrees F."", ""2. Set a large saute pan over high heat and add a drizzle of olive oil. Add minced garlic then add spinach. Season with salt and pepper. Saute for 45-60 seconds until just wilted and drain on paper-towels to remove any excess moisture."", ""3. Divide the spinach and roasted red peppers between two small gratin dishes (about 4 inches long). Arrange vegetables so there are 3 nestling spots for eggs. Crack an egg into each of the spots."", ""4. Combine cream and harissa together in a small bowl. Drizzle harissa cream in and around each dish. Drizzle with a little olive oil. Sprinkle with pieces of goat cheese and season with paprika."", ""5. Bake on a sheet tray in oven for 8-10 minutes until egg whites are cooked through but yolks are still soft. Season with salt and pepper before serving.""]"
Moroccan-Style Preserved Lemons ,"[""10 to 12 lemons (2 1/2 to 3 lb)"", ""2/3 cup kosher salt"", ""1/4 cup extra-virgin olive oil"", ""a 4- to 6-cup jar with a tight-fitting lid""]","[""Blanch 6 lemons in boiling water 5 minutes, then drain. Cut each lemon into 8 wedges and discard seeds. Toss with kosher salt in a bowl, then firmly pack with salt into jar."", ""Squeeze enough juice from remaining lemons to measure 1 cup. Add enough juice to cover lemons and screw on lid. Let stand at room temperature, shaking jar gently once a day, 5 days. Add oil to lemons and chill, covered.""]"
Moroccan Beef Meatball Tagine ,"[""1 1/2 pounds ground beef (20% fat)"", ""1/3 cup coarsely grated onion"", ""1/3 cup panko (Japanese breadcrumbs)*"", ""1/4 cup chopped fresh cilantro"", ""1 large egg, beaten to blend"", ""2 garlic cloves, minced"", ""1 teaspoon turmeric"", ""1/2 teaspoon cayenne pepper"", ""1/2 teaspoon ground cinnamon"", ""1/2 teaspoon ground nutmeg"", ""1/2 teaspoon freshly ground black pepper"", ""1/2 teaspoon coarse kosher salt"", ""1/4 teaspoon ground ginger"", ""1 tablespoon olive oil"", ""3 1/2 cups chopped onions"", ""4 garlic cloves, minced"", ""2 cinnamon sticks"", ""1 teaspoon turmeric"", ""1/8 teaspoon saffron threads, crumbled"", ""2 cups beef broth"", ""1 14.5-ounce can diced tomatoes in juice"", ""1/4 cup golden raisins"", ""2 cups 1/2-inch-thick carrot slices (cut on diagonal)"", ""1/4 cup chopped fresh cilantro plus additional for garnish"", ""1 5-ounce package baby spinach leaves"", ""Lemon wedges (for garnish)""]","[""Line large rimmed baking sheet with plastic wrap. Gently mix all ingredients in large bowl. Using moistened hands and scant 2 tablespoonfuls for each, roll meat mixture into 1 1/2-inch meatballs. Arrange meatballs on sheet."", ""Heat oil in heavy large ovenproof pot over medium heat. Add onions; saute about 15 minutes. Add garlic, cinnamon, turmeric, and saffron; stir 2 minutes. Add broth, tomatoes with juice, and raisins."", ""Preheat oven to 350\u00b0F. Bring stew to simmer. Stir in carrots. Carefully add meatballs to stew; gently press into liquid to submerge. Sprinkle 1/4 cup cilantro over. Cover pot; place in oven. Bake until meatballs are cooked through and carrots are tender, about 35 minutes. Sprinkle spinach over stew. Cover and bake until spinach wilts, about 5 minutes longer. Gently stir to mix in spinach, being careful not to break meatballs. Remove cinnamon sticks. Season tagine with salt and pepper. Spoon couscous into bowls; top with tagine. Garnish with cilantro and lemons.""]"
Moroccan Tea Biscuits ,"[""1 cup sugar"", ""1 stick unsalted butter, melted"", ""3/4 cup whole almonds, toasted, cooled, and coarsely chopped"", ""2 tablespoons orange-flower water"", ""2 teaspoons anise seeds"", ""1 teaspoon pure vanilla extract"", ""1/2 teaspoon pure almond extract"", ""1/4 cup plus 1 tablespoon sesame seeds, toasted and cooled, divided"", ""3 large eggs"", ""2 1/2 cups all-purpose flour"", ""1 1/2 teaspoons baking powder"", ""1/4 teaspoon salt"", ""1 large egg beaten with 1 tablespoon water for egg wash""]","[""Stir together sugar, butter, almonds, orange-flower water, anise seeds, extracts, and 1/4 cup sesame seeds in a large bowl. Add eggs and stir until well combined. Stir in flour, baking powder, and salt until just combined. Chill dough, covered, 1 hour."", ""Preheat oven to 350\u00b0F with rack in middle."", ""Using moistened hands, halve dough and form 2 (11- by 3-inch) loaves on an ungreased baking sheet. Brush with enough egg wash to coat, then sprinkle with remaining tablespoon sesame seeds."", ""Bake until pale golden, about 30 minutes. Loosen from baking sheet with a spatula, then transfer loaves to a rack and cool 15 minutes. (Leave oven on.)"", ""Cut warm loaves into 3/4-inch slices with a serrated knife and arrange biscuits, with a cut side down, on a clean baking sheet. Bake until golden, 20 to 25 minutes. Transfer to rack to cool completely.""]"
Moroccan Chicken Brochettes ,"[""4 garlic cloves, finely chopped"", ""Kosher salt"", ""1/3 cup olive oil"", ""3 tablespoons plain yogurt"", ""2 pounds skinless, boneless chicken thighs, cut into 2\"" pieces"", ""2 garlic cloves, chopped"", ""1/2 cup finely chopped fresh flat-leaf parsley"", ""2 teaspoons ground cumin"", ""2 teaspoons paprika"", ""1/4 teaspoon crushed red pepper flakes"", ""Kosher salt"", ""Vegetable oil (for grilling)"", ""Warm pita bread, labneh (Lebanese strained yogurt),chopped tomatoes, and fresh mint leaves (for serving)"", ""Sixteen 8\"" bamboo or metal skewers""]","[""Place garlic in a mortar; season with salt and pound to a very fine paste. (Alternatively, place garlic on a cutting board, season with salt, and mash with the side of a chef's knife.) Transfer garlic paste to a small bowl and gradually whisk in oil."", ""Very gradually whisk yogurt into garlic mixture until emulsified. (Add too fast and sauce will break. If it does break, gradually whisk in 1 teaspoon water just before serving.)"", ""Do ahead: Garlic sauce can be made 6 hours ahead. Cover and chill."", ""Toss chicken, garlic, parsley, cumin, paprika, and red pepper flakes in a medium bowl; season with salt. Cover and chill at least 2 hours."", ""Prepare grill for medium-high heat and oil grate. Thread chicken onto skewers. Grill, turning occasionally, until cooked through, 8-12 minutes. Serve with garlic sauce, pita bread, labneh, tomatoes, and mint."", ""Do ahead: Chicken can be marinated 12 hours ahead. Keep chilled.""]"
Moroccan Quinoa Salad ,"[""3 Cup cooked quinoa (1 cup dried)"", ""1/3 Cup freshly squeezed lemon juice (about 2 lemons)"", ""3 Tablespoon olive oil"", ""2 Teaspoon ground cumin"", ""1 Teaspoon salt"", ""1/4 Teaspoon sugar"", ""1-1/2 Cup canned black beans, rinsed"", ""1-1/2 Cup corn kernels (about 2 cobs) or defrosted frozen"", ""1/2 small red onion, thinly sliced"", ""1 Pint cherry tomatoes, quartered"", ""1/2 Cup slivered almonds, toasted"", ""1/4 cup chopped green or black olives"", ""1/4 Cup chopped fresh mint"", ""1/4 Cup chopped fresh coriander""]","[""1.Cook quinoa, according to package instructions."", ""2.While quinoa is cooking, whisk together lemon juice, olive oil, cumin, salt and sugar into a vinaigrette in a small bowl."", ""3.Combine quinoa and all remaining ingredients, except fresh herbs, into a medium-sized bowl."", ""4.Drizzle with vinaigrette. Toss to combine."", ""5.Refrigerate for at least one hour to allow flavours to combine. Add fresh herbs just prior to serving. May be served at room temperature.""]"
Moroccan-Style Vegetable Stew With Harissa Yogurt Sauce ,"[""1 cup (8 ounces) Greek-style yogurt*"", ""1 tablespoon extra-virgin olive oil"", ""1 teaspoon harissa sauce**"", ""1 garlic clove, minced"", ""Coarse kosher salt"", ""Coarse kosher salt"", ""1 pound carrots, peeled, cut into 1/2-to 3/4-inch pieces"", ""1 3/4-pound turnip, peeled, cut into 1/2-to 3/4-inch pieces"", ""3 tablespoons butter"", ""1/2 pound spring onions or green onions, coarsely chopped (about 1 3/4 cups)"", ""2 tablespoons chopped fresh Italian parsley"", ""2 tablespoons chopped fresh mint"", ""2 garlic cloves, minced"", ""1 teaspoon paprika"", ""1 teaspoon ground cumin"", ""1/2 teaspoon ground coriander"", ""1/2 cup dry white wine"", ""2 teaspoons all purpose flour"", ""1 15-ounce can garbanzo beans (chickpeas), drained, rinsed"", ""1 5-ounce bag baby spinach"", ""1 to 3 teaspoons fresh lemon juice""]","[""Whisk first 4 ingredients in medium bowl. Season to taste with coarse salt and pepper. DO AHEAD:"", ""Cover and chill."", ""Bring 8 cups water to boil in heavy large saucepan. Sprinkle with coarse salt. Add carrots; cook until just tender, about 4 minutes. Using skimmer or large slotted spoon, transfer carrots to large bowl of ice water. Return water to boil. Add turnip; cook until just tender, about 3 minutes. Using skimmer, transfer turnip to bowl with carrots. Reserve cooking liquid."", ""Melt butter in heavy large pot over medium heat. Add next 7 ingredients. Sprinkle with coarse salt and pepper. Cook until onions are soft, stirring often, about 8 minutes. Add wine; simmer until reduced by half, about 5 minutes. Stir in flour. Add carrots, turnip, beans, spinach, and 2 cups reserved cooking liquid. Bring to simmer; cook until vegetables are heated through, adding more cooking liquid for desired consistency. Season stew to taste with coarse salt, pepper, and lemon juice."", ""Divide stew among bowls. Spoon dollop of yogurt sauce over and serve."", ""**""]"
Moroccan Carrot Red Lentil Soup ,"[""2 Tablespoons olive oil"", ""1 sweet onion, chopped"", ""3 garlic cloves, minced"", ""7 carrots, peeled, chopped"", ""1 teaspoon cumin"", ""1 teaspoon turmeric"", ""2 teaspoon coriander"", ""1/2 teaspoon paprika"", ""1/4 teaspoon cinnamon"", ""2 cups red lentils, rinsed until water runs clear"", ""1-15 oz can diced tomatoes"", ""6 cups vegetable broth"", ""Salt and pepper to taste"", ""Fresh cilantro, fresh lemon juice and crushed red pepper to garnish""]","[""Heat 2 Tablespoons in a large pot over medium heat. Saute the onion and garlic until soft. Add the carrots and saute until carrots are tender about 10-12 minutes."", """", ""Add the spices and saute for an additional 2 minutes."", """", ""Add the vegetable broth, diced tomatoes and lentils and stir to combine. Simmer on low heat for 30-35 minutes until lentils are tender."", """", ""To create a creamy soup use a blender and blend soup in portions or use an immersion blender."", """", ""Serve soup with fresh cilantro, crushed red pepper and fresh lemon juice."", """", ""This soup freezes very well if you have leftovers."", ""You can use chicken broth instead of vegetable broth.""]"
Roast Leg Of Lamb With Moroccan Spice Rub ,"[""For Moroccan Spice Rub:"", ""1 tablespoon cumin seeds [or 1 tablespoon ground cumin-see Kitchen Notes]"", ""1 tablespoon coriander seeds [see Kitchen Notes]"", ""1 teaspoon black peppercorns [or 1 teaspoon freshly ground black pepper]"", ""1 tablespoon sweet paprika"", ""1 teaspoon turmeric"", ""1 teaspoon cinnamon"", ""1/2 teaspoon allspice"", ""20 threads saffron, finely broken"", ""4 cloves garlic, minced"", ""1/3 cup minced parsley"", ""zest of 1 lemon"", ""1/3 cup olive oil"", ""1 leg of lamb, 5 to 6 pounds""]","[""Make the spice rub. Toast cumin seeds and coriander seeds in a dry skillet over medium low heat, stirring frequently, for 5 or so minutes, until fragrant. Transfer to plate and let cool thoroughly. Grind cumin, coriander and peppercorns with a mortar and pestle or in a spice grinder. Combine the cumin mixture in a bowl with the remaining rub ingredients, stirring to thoroughly blend."", """", ""Spread the rub evenly over the entire surface of the leg of lamb. I spooned it on, then used my hands. Wrap the leg of lamb in plastic wrap and marinate, chilled, for 4 hours or longer. Remove from fridge for last half-hour of marinating to let it warm up slightly before roasting."", """", ""Roast the leg of lamb. Preheat the oven to 350\u00b0F. Lightly oil a baking pan [just to make it easier to clean later] and place the leg of lamb in a rack in the pan. Roast in the center of the oven for 15 to 20 minutes per pound, rotating the pan once halfway through. Variations in ovens and the size of the leg of lamb will cause cooking times to vary quite a bit. Use a quick-read thermometer to check the lamb well before you think it should be done [make sure you don't hit the bone-that will give you an inflated reading]. You're shooting for an internal temperature of anywhere from 130 to 145\u00b0F. Remove from the oven and let it rest, tented lightly with foil, for 10 minutes before slicing and serving."", ""Kitchen Notes"", """", ""Seeds or powder? If you don't have cumin seeds and coriander seeds, you can substitute the powdered versions of both. We use boatloads of ground cumin in our kitchen. But grinding freshly toasted seeds really makes for a more flavorful blend, and it's quick and easy to do."", """", ""Other uses for Moroccan spice rub. This flavorful rub will bring big flavor to chicken, beef and pork too. Roasting, braising or pan grilling are good ways to cook with it. Indirect grilling would work nicely too.""]"
